# ts_version: 01
# Year: 2015
# Day: 311
# Hour: 17
# Minute: 00
# Second: 00
# SW dynamic pressure: 2.6
# SW velocity: 700.0
# IMF By: -1.3
# IMF Bz: 3.9
# Dst: -34.0
# DIR: 1
# Geographic Geocentric Latitude: 69.65
# Longitude: 18.955
# Xgsm: 1.
# Ygsm: 1.
# Zgsm: 1.
 XGSM    YGSM   ZGSM    R    BXGSM   BYGSM   BZGSM   B
 [Re]    [Re]   [Re]   [Re]  [nT]    [nT]   [nT]   [nT]
  -0.977   1.891   2.179   3.046      561.99    -1522.51     -665.61     1754.11
  -0.980   1.900   2.182   3.055      556.61    -1509.30     -655.80     1737.21
  -0.984   1.908   2.186   3.064      551.31    -1496.24     -646.14     1720.51
  -0.987   1.917   2.190   3.073      546.07    -1483.32     -636.62     1704.03
  -0.990   1.926   2.194   3.082      540.89    -1470.55     -627.25     1687.76
  -0.993   1.935   2.197   3.091      535.78    -1457.93     -618.02     1671.69
  -0.996   1.943   2.201   3.101      530.73    -1445.44     -608.93     1655.83
  -1.000   1.952   2.205   3.110      525.75    -1433.10     -599.97     1640.16
  -1.003   1.961   2.208   3.119      520.82    -1420.89     -591.15     1624.70
  -1.006   1.969   2.212   3.128      515.96    -1408.81     -582.46     1609.42
  -1.009   1.978   2.216   3.137      511.15    -1396.88     -573.90     1594.33
  -1.012   1.987   2.219   3.146      506.40    -1385.07     -565.47     1579.43
  -1.016   1.996   2.223   3.155      501.71    -1373.39     -557.16     1564.72
  -1.019   2.005   2.226   3.164      497.08    -1361.84     -548.98     1550.19
  -1.022   2.013   2.230   3.173      492.50    -1350.42     -540.92     1535.83
  -1.025   2.022   2.233   3.182      487.98    -1339.12     -532.97     1521.65
  -1.028   2.031   2.237   3.191      483.51    -1327.94     -525.15     1507.65
  -1.032   2.040   2.240   3.201      479.10    -1316.89     -517.43     1493.81
  -1.035   2.049   2.244   3.210      474.73    -1305.96     -509.84     1480.14
  -1.038   2.057   2.247   3.219      470.42    -1295.14     -502.35     1466.64
  -1.041   2.066   2.251   3.228      466.17    -1284.44     -494.97     1453.30
  -1.044   2.075   2.254   3.237      461.96    -1273.85     -487.70     1440.12
  -1.048   2.084   2.257   3.246      457.80    -1263.38     -480.54     1427.11
  -1.051   2.093   2.261   3.255      453.69    -1253.02     -473.48     1414.24
  -1.054   2.102   2.264   3.264      449.63    -1242.77     -466.52     1401.53
  -1.057   2.110   2.267   3.273      445.61    -1232.63     -459.66     1388.97
  -1.061   2.119   2.271   3.282      441.64    -1222.60     -452.91     1376.56
  -1.064   2.128   2.274   3.291      437.72    -1212.67     -446.25     1364.30
  -1.067   2.137   2.277   3.300      433.85    -1202.85     -439.68     1352.18
  -1.070   2.146   2.280   3.309      430.01    -1193.13     -433.21     1340.20
  -1.073   2.155   2.284   3.318      426.23    -1183.51     -426.84     1328.37
  -1.077   2.164   2.287   3.327      422.48    -1174.00     -420.55     1316.67
  -1.080   2.173   2.290   3.336      418.78    -1164.58     -414.36     1305.11
  -1.083   2.182   2.293   3.345      415.13    -1155.26     -408.25     1293.69
  -1.086   2.191   2.296   3.354      411.51    -1146.04     -402.23     1282.39
  -1.089   2.200   2.299   3.363      407.93    -1136.91     -396.29     1271.23
  -1.093   2.209   2.303   3.372      404.40    -1127.88     -390.44     1260.20
  -1.096   2.217   2.306   3.381      400.91    -1118.94     -384.68     1249.29
  -1.099   2.226   2.309   3.390      397.45    -1110.09     -378.99     1238.51
  -1.102   2.235   2.312   3.399      394.04    -1101.34     -373.39     1227.85
  -1.105   2.244   2.315   3.408      390.66    -1092.67     -367.86     1217.32
  -1.109   2.253   2.318   3.417      387.32    -1084.09     -362.41     1206.90
  -1.112   2.262   2.321   3.426      384.02    -1075.60     -357.04     1196.60
  -1.115   2.271   2.324   3.435      380.75    -1067.19     -351.75     1186.42
  -1.118   2.280   2.327   3.444      377.52    -1058.87     -346.52     1176.35
  -1.121   2.289   2.330   3.453      374.33    -1050.63     -341.37     1166.40
  -1.125   2.298   2.333   3.462      371.17    -1042.48     -336.30     1156.56
  -1.128   2.307   2.336   3.471      368.05    -1034.41     -331.29     1146.83
  -1.131   2.316   2.338   3.480      364.96    -1026.42     -326.35     1137.21
  -1.134   2.325   2.341   3.489      361.91    -1018.51     -321.49     1127.69
  -1.138   2.334   2.344   3.498      358.89    -1010.68     -316.69     1118.28
  -1.141   2.344   2.347   3.507      355.90    -1002.92     -311.95     1108.98
