 XGSM    YGSM   ZGSM    R    BXGSM   BYGSM   BZGSM   B
 [Re]    [Re]   [Re]   [Re]  [nT]    [nT]   [nT]   [nT]
  -1.599  -0.754   2.096   2.742     1985.30     1021.22    -1707.59     2810.72
  -1.606  -0.758   2.102   2.751     1965.49     1011.76    -1686.77     2780.65
  -1.613  -0.761   2.108   2.761     1945.96     1002.41    -1666.27     2751.01
  -1.620  -0.765   2.114   2.771     1926.69      993.18    -1646.09     2721.79
  -1.627  -0.769   2.120   2.781     1907.68      984.07    -1626.21     2692.99
  -1.634  -0.772   2.126   2.790     1888.92      975.08    -1606.63     2664.60
  -1.641  -0.776   2.132   2.800     1870.41      966.19    -1587.36     2636.60
  -1.648  -0.780   2.138   2.810     1852.15      957.42    -1568.37     2609.00
  -1.655  -0.783   2.144   2.820     1834.13      948.75    -1549.67     2581.79
  -1.662  -0.787   2.150   2.829     1816.35      940.20    -1531.25     2554.96
  -1.670  -0.791   2.156   2.839     1798.81      931.74    -1513.11     2528.51
  -1.677  -0.794   2.162   2.849     1781.49      923.40    -1495.23     2502.42
  -1.684  -0.798   2.168   2.859     1764.40      915.15    -1477.63     2476.69
  -1.691  -0.802   2.174   2.868     1747.54      907.00    -1460.28     2451.32
  -1.698  -0.805   2.180   2.878     1730.89      898.96    -1443.19     2426.30
  -1.705  -0.809   2.186   2.888     1714.46      891.01    -1426.35     2401.62
  -1.712  -0.813   2.192   2.898     1698.24      883.16    -1409.76     2377.27
  -1.720  -0.817   2.198   2.907     1682.23      875.40    -1393.42     2353.26
  -1.727  -0.820   2.204   2.917     1666.43      867.73    -1377.31     2329.58
  -1.734  -0.824   2.210   2.927     1650.82      860.16    -1361.44     2306.21
  -1.741  -0.828   2.215   2.937     1635.42      852.68    -1345.79     2283.16
  -1.748  -0.831   2.221   2.946     1620.21      845.28    -1330.38     2260.42
  -1.755  -0.835   2.227   2.956     1605.20      837.98    -1315.18     2237.98
  -1.763  -0.839   2.233   2.966     1590.37      830.76    -1300.21     2215.85
  -1.770  -0.843   2.239   2.976     1575.73      823.62    -1285.45     2194.01
  -1.777  -0.846   2.245   2.985     1561.28      816.57    -1270.90     2172.45
  -1.784  -0.850   2.251   2.995     1547.00      809.60    -1256.56     2151.19
  -1.791  -0.854   2.257   3.005     1532.91      802.72    -1242.42     2130.20
  -1.798  -0.858   2.262   3.015     1518.98      795.91    -1228.48     2109.49
  -1.806  -0.862   2.268   3.024     1505.24      789.18    -1214.74     2089.05
  -1.813  -0.865   2.274   3.034     1491.66      782.53    -1201.19     2068.88
  -1.820  -0.869   2.280   3.044     1478.24      775.95    -1187.83     2048.97
  -1.827  -0.873   2.286   3.054     1465.00      769.46    -1174.66     2029.31
  -1.835  -0.877   2.291   3.063     1451.91      763.03    -1161.68     2009.91
  -1.842  -0.880   2.297   3.073     1438.99      756.68    -1148.87     1990.77
  -1.849  -0.884   2.303   3.083     1426.22      750.40    -1136.24     1971.86
  -1.856  -0.888   2.309   3.093     1413.60      744.19    -1123.79     1953.20
  -1.863  -0.892   2.314   3.102     1401.14      738.06    -1111.51     1934.78
  -1.871  -0.896   2.320   3.112     1388.83      731.99    -1099.40     1916.59
  -1.878  -0.900   2.326   3.122     1376.67      725.99    -1087.45     1898.64
  -1.885  -0.903   2.332   3.131     1364.65      720.06    -1075.67     1880.91
  -1.892  -0.907   2.337   3.141     1352.77      714.19    -1064.04     1863.40
  -1.900  -0.911   2.343   3.151     1341.04      708.39    -1052.58     1846.11
  -1.907  -0.915   2.349   3.161     1329.45      702.65    -1041.27     1829.04
  -1.914  -0.919   2.354   3.170     1317.99      696.98    -1030.12     1812.19
  -1.922  -0.923   2.360   3.180     1306.67      691.37    -1019.11     1795.54
  -1.929  -0.926   2.366   3.190     1295.48      685.82    -1008.25     1779.10
  -1.936  -0.930   2.371   3.200     1284.42      680.33     -997.54     1762.86
  -1.943  -0.934   2.377   3.209     1273.50      674.90     -986.97     1746.83
  -1.951  -0.938   2.383   3.219     1262.70      669.53     -976.54     1730.99
  -1.958  -0.942   2.388   3.229     1252.02      664.22     -966.25     1715.34
  -1.965  -0.946   2.394   3.238     1241.47      658.97     -956.10     1699.89
  -1.973  -0.950   2.400   3.248     1231.04      653.77     -946.08     1684.62
  -1.980  -0.953   2.405   3.258     1220.73      648.63     -936.20     1669.54
  -1.987  -0.957   2.411   3.268     1210.54      643.55     -926.44     1654.65
  -1.995  -0.961   2.416   3.277     1200.47      638.52     -916.81     1639.93
  -2.002  -0.965   2.422   3.287     1190.51      633.54     -907.31     1625.39
  -2.009  -0.969   2.428   3.297     1180.66      628.62     -897.93     1611.02
  -2.016  -0.973   2.433   3.307     1170.93      623.75     -888.67     1596.83
  -2.024  -0.977   2.439   3.316     1161.30      618.93     -879.53     1582.81
  -2.031  -0.981   2.444   3.326     1151.79      614.16     -870.52     1568.95
  -2.039  -0.985   2.450   3.336     1142.38      609.44     -861.61     1555.26
  -2.046  -0.989   2.455   3.345     1133.08      604.77     -852.83     1541.73
  -2.053  -0.993   2.461   3.355     1123.88      600.15     -844.15     1528.36
  -2.061  -0.996   2.466   3.365     1114.79      595.58     -835.59     1515.14
  -2.068  -1.000   2.472   3.375     1105.79      591.05     -827.13     1502.09
  -2.075  -1.004   2.477   3.384     1096.90      586.57     -818.78     1489.18
  -2.083  -1.008   2.483   3.394     1088.10      582.14     -810.54     1476.43
  -2.090  -1.012   2.488   3.404     1079.40      577.76     -802.40     1463.82
  -2.097  -1.016   2.494   3.413     1070.80      573.42     -794.37     1451.36
  -2.105  -1.020   2.499   3.423     1062.29      569.12     -786.44     1439.04
  -2.112  -1.024   2.505   3.433     1053.88      564.87     -778.60     1426.87
  -2.120  -1.028   2.510   3.442     1045.55      560.66     -770.87     1414.83
  -2.127  -1.032   2.516   3.452     1037.32      556.49     -763.23     1402.94
  -2.134  -1.036   2.521   3.462     1029.18      552.37     -755.68     1391.18
  -2.142  -1.040   2.527   3.472     1021.12      548.29     -748.23     1379.55
  -2.149  -1.044   2.532   3.481     1013.15      544.25     -740.88     1368.06
  -2.157  -1.048   2.537   3.491     1005.27      540.25     -733.61     1356.69
  -2.164  -1.052   2.543   3.501      997.47      536.29     -726.43     1345.46
  -2.171  -1.056   2.548   3.510      989.76      532.37     -719.34     1334.35
  -2.179  -1.060   2.554   3.520      982.12      528.49     -712.34     1323.36
  -2.186  -1.064   2.559   3.530      974.57      524.64     -705.42     1312.50
  -2.194  -1.068   2.564   3.540      967.10      520.84     -698.59     1301.76
  -2.201  -1.072   2.570   3.549      959.71      517.07     -691.84     1291.15
  -2.209  -1.076   2.575   3.559      952.40      513.34     -685.18     1280.64
  -2.216  -1.080   2.580   3.569      945.16      509.65     -678.59     1270.26
  -2.223  -1.084   2.586   3.578      938.00      505.99     -672.08     1259.99
  -2.231  -1.088   2.591   3.588      930.92      502.37     -665.65     1249.83
  -2.238  -1.092   2.596   3.598      923.90      498.79     -659.30     1239.79
  -2.246  -1.096   2.602   3.607      916.97      495.24     -653.03     1229.85
  -2.253  -1.100   2.607   3.617      910.10      491.72     -646.83     1220.02
  -2.261  -1.104   2.612   3.627      903.31      488.24     -640.70     1210.31
  -2.268  -1.108   2.618   3.636      896.58      484.79     -634.65     1200.69
  -2.276  -1.112   2.623   3.646      889.93      481.38     -628.67     1191.18
  -2.283  -1.116   2.628   3.656      883.34      478.00     -622.76     1181.78
  -2.291  -1.120   2.633   3.666      876.82      474.65     -616.92     1172.47
  -2.298  -1.124   2.639   3.675      870.37      471.33     -611.15     1163.27
  -2.306  -1.128   2.644   3.685      863.98      468.04     -605.44     1154.16
  -2.313  -1.132   2.649   3.695      857.66      464.79     -599.81     1145.15
  -2.320  -1.136   2.654   3.704      851.40      461.56     -594.23     1136.24
  -2.328  -1.140   2.660   3.714      845.21      458.37     -588.73     1127.42
  -2.335  -1.145   2.665   3.724      839.08      455.21     -583.29     1118.70
  -2.343  -1.149   2.670   3.733      833.01      452.07     -577.91     1110.07
  -2.350  -1.153   2.675   3.743      827.00      448.97     -572.59     1101.53
  -2.358  -1.157   2.680   3.753      821.05      445.89     -567.34     1093.08
  -2.366  -1.161   2.686   3.762      815.16      442.85     -562.14     1084.72
  -2.373  -1.165   2.691   3.772      809.33      439.83     -557.01     1076.44
  -2.381  -1.169   2.696   3.782      803.56      436.84     -551.93     1068.25
  -2.388  -1.173   2.701   3.791      797.85      433.88     -546.91     1060.15
  -2.396  -1.177   2.706   3.801      792.19      430.94     -541.95     1052.14
  -2.403  -1.181   2.711   3.811      786.59      428.04     -537.05     1044.20
  -2.411  -1.185   2.717   3.821      781.04      425.15     -532.20     1036.35
  -2.418  -1.190   2.722   3.830      775.55      422.30     -527.41     1028.58
  -2.426  -1.194   2.727   3.840      770.11      419.47     -522.67     1020.89
  -2.433  -1.198   2.732   3.850      764.72      416.67     -517.98     1013.27
  -2.441  -1.202   2.737   3.859      759.39      413.89     -513.35     1005.74
  -2.448  -1.206   2.742   3.869      754.11      411.14     -508.77      998.28
  -2.456  -1.210   2.747   3.879      748.88      408.41     -504.24      990.90
  -2.464  -1.214   2.752   3.888      743.70      405.71     -499.76      983.59
  -2.471  -1.218   2.757   3.898      738.57      403.03     -495.33      976.36
  -2.479  -1.222   2.762   3.908      733.49      400.38     -490.95      969.20
