 XGSM    YGSM   ZGSM    R    BXGSM   BYGSM   BZGSM   B
 [Re]    [Re]   [Re]   [Re]  [nT]    [nT]   [nT]   [nT]
  -2.215  -1.081   2.564   3.556      922.48      507.99     -638.61     1231.60
  -2.222  -1.086   2.569   3.566      915.20      504.33     -632.05     1221.24
  -2.230  -1.090   2.574   3.575      908.01      500.71     -625.57     1211.00
  -2.237  -1.094   2.579   3.585      900.89      497.12     -619.16     1200.87
  -2.245  -1.098   2.584   3.595      893.85      493.57     -612.84     1190.86
  -2.252  -1.102   2.589   3.604      886.87      490.06     -606.59     1180.95
  -2.260  -1.106   2.595   3.614      879.97      486.58     -600.41     1171.15
  -2.267  -1.110   2.600   3.624      873.14      483.13     -594.31     1161.46
  -2.275  -1.115   2.605   3.633      866.39      479.71     -588.28     1151.88
  -2.282  -1.119   2.610   3.643      859.70      476.33     -582.33     1142.40
  -2.290  -1.123   2.615   3.653      853.08      472.98     -576.44     1133.02
  -2.297  -1.127   2.620   3.662      846.52      469.67     -570.63     1123.75
  -2.305  -1.131   2.625   3.672      840.04      466.38     -564.88     1114.57
  -2.312  -1.135   2.630   3.682      833.62      463.13     -559.21     1105.49
  -2.320  -1.140   2.635   3.691      827.26      459.90     -553.60     1096.51
  -2.327  -1.144   2.640   3.701      820.97      456.71     -548.05     1087.63
  -2.335  -1.148   2.645   3.710      814.74      453.55     -542.57     1078.84
  -2.342  -1.152   2.650   3.720      808.58      450.42     -537.16     1070.15
  -2.350  -1.156   2.655   3.730      802.48      447.31     -531.81     1061.55
  -2.358  -1.161   2.660   3.739      796.44      444.24     -526.52     1053.04
  -2.365  -1.165   2.665   3.749      790.45      441.19     -521.30     1044.61
  -2.373  -1.169   2.670   3.759      784.53      438.18     -516.13     1036.28
  -2.380  -1.173   2.675   3.768      778.67      435.19     -511.03     1028.04
  -2.388  -1.178   2.680   3.778      772.87      432.23     -505.98     1019.88
  -2.395  -1.182   2.685   3.788      767.12      429.29     -500.99     1011.81
  -2.403  -1.186   2.690   3.797      761.43      426.39     -496.06     1003.82
  -2.411  -1.190   2.695   3.807      755.79      423.51     -491.19      995.91
  -2.418  -1.195   2.700   3.816      750.21      420.65     -486.37      988.09
  -2.426  -1.199   2.705   3.826      744.69      417.83     -481.61      980.35
  -2.433  -1.203   2.710   3.836      739.22      415.03     -476.90      972.69
  -2.441  -1.207   2.715   3.845      733.80      412.25     -472.24      965.10
  -2.449  -1.212   2.720   3.855      728.43      409.50     -467.64      957.60
  -2.456  -1.216   2.725   3.865      723.12      406.77     -463.09      950.17
  -2.464  -1.220   2.729   3.874      717.86      404.07     -458.60      942.82
  -2.471  -1.225   2.734   3.884      712.65      401.40     -454.15      935.54
  -2.479  -1.229   2.739   3.893      707.49      398.74     -449.75      928.34
  -2.487  -1.233   2.744   3.903      702.37      396.12     -445.41      921.21
  -2.494  -1.237   2.749   3.913      697.31      393.51     -441.11      914.15
  -2.502  -1.242   2.754   3.922      692.30      390.93     -436.86      907.16
  -2.510  -1.246   2.758   3.932      687.33      388.37     -432.66      900.25
  -2.517  -1.250   2.763   3.941      682.41      385.84     -428.50      893.40
  -2.525  -1.255   2.768   3.951      677.54      383.32     -424.39      886.62
  -2.533  -1.259   2.773   3.961      672.71      380.83     -420.33      879.91
  -2.540  -1.263   2.778   3.970      667.93      378.36     -416.31      873.27
  -2.548  -1.268   2.782   3.980      663.19      375.91     -412.34      866.69
  -2.555  -1.272   2.787   3.990      658.50      373.49     -408.41      860.18
  -2.563  -1.276   2.792   3.999      653.85      371.08     -404.52      853.74
  -2.571  -1.281   2.797   4.009      649.25      368.70     -400.67      847.35
  -2.578  -1.285   2.801   4.018      644.69      366.34     -396.87      841.03
  -2.586  -1.289   2.806   4.028      640.17      364.00     -393.11      834.77
  -2.594  -1.294   2.811   4.038      635.69      361.68     -389.39      828.58
  -2.601  -1.298   2.815   4.047      631.26      359.37     -385.71      822.44
  -2.609  -1.302   2.820   4.057      626.86      357.09     -382.08      816.37
  -2.617  -1.307   2.825   4.066      622.51      354.83     -378.48      810.35
  -2.625  -1.311   2.829   4.076      618.19      352.59     -374.92      804.39
  -2.632  -1.316   2.834   4.086      613.92      350.36     -371.40      798.49
  -2.640  -1.320   2.839   4.095      609.68      348.16     -367.91      792.65
  -2.648  -1.324   2.843   4.105      605.48      345.97     -364.47      786.86
  -2.655  -1.329   2.848   4.114      601.33      343.81     -361.06      781.13
  -2.663  -1.333   2.853   4.124      597.20      341.66     -357.69      775.45
  -2.671  -1.338   2.857   4.133      593.12      339.53     -354.35      769.83
  -2.678  -1.342   2.862   4.143      589.07      337.42     -351.05      764.26
  -2.686  -1.346   2.866   4.153      585.06      335.32     -347.78      758.74
  -2.694  -1.351   2.871   4.162      581.09      333.25     -344.55      753.28
  -2.702  -1.355   2.876   4.172      577.15      331.19     -341.36      747.87
  -2.709  -1.360   2.880   4.181      573.25      329.15     -338.19      742.51
  -2.717  -1.364   2.885   4.191      569.38      327.12     -335.07      737.20
  -2.725  -1.369   2.889   4.201      565.54      325.11     -331.97      731.94
  -2.732  -1.373   2.894   4.210      561.74      323.12     -328.91      726.73
  -2.740  -1.378   2.898   4.220      557.98      321.15     -325.87      721.57
  -2.748  -1.382   2.903   4.229      554.24      319.19     -322.88      716.46
  -2.756  -1.386   2.907   4.239      550.54      317.25     -319.91      711.40
  -2.763  -1.391   2.912   4.248      546.88      315.32     -316.97      706.38
  -2.771  -1.395   2.916   4.258      543.24      313.41     -314.07      701.41
  -2.779  -1.400   2.921   4.268      539.64      311.52     -311.19      696.48
  -2.787  -1.404   2.925   4.277      536.07      309.64     -308.34      691.61
  -2.794  -1.409   2.930   4.287      532.53      307.77     -305.53      686.77
  -2.802  -1.413   2.934   4.296      529.02      305.93     -302.74      681.98
  -2.810  -1.418   2.939   4.306      525.54      304.09     -299.98      677.24
  -2.818  -1.422   2.943   4.315      522.09      302.27     -297.25      672.54
  -2.825  -1.427   2.947   4.325      518.67      300.47     -294.55      667.88
  -2.833  -1.431   2.952   4.335      515.28      298.68     -291.88      663.26
  -2.841  -1.436   2.956   4.344      511.92      296.91     -289.23      658.69
  -2.849  -1.440   2.961   4.354      508.59      295.15     -286.61      654.15
  -2.856  -1.445   2.965   4.363      505.28      293.40     -284.02      649.66
  -2.864  -1.449   2.969   4.373      502.01      291.67     -281.45      645.21
  -2.872  -1.454   2.974   4.382      498.76      289.95     -278.91      640.80
  -2.880  -1.458   2.978   4.392      495.54      288.25     -276.40      636.43
  -2.888  -1.463   2.982   4.401      492.35      286.55     -273.91      632.10
  -2.895  -1.467   2.987   4.411      489.19      284.88     -271.44      627.81
